@relation 'twitter_spam_data'
@attribute LenghtOfProfileName NUMERIC
@attribute LenghtOfProfileDescription NUMERIC
@attribute NumberOfFollowings NUMERIC
@attribute NumberOfFollowers NUMERIC
@attribute NumberOfTweetsPost NUMERIC
@attribute AgeOfTheUserAccount NUMERIC
@attribute RatioOfNumberOfFollowingsAndFollowers NUMERIC
@attribute ReputationOfTheUser NUMERIC
@attribute FollowingRate NUMERIC
@attribute NumberOfWords NUMERIC
@attribute NumberOfCharacters NUMERIC
@attribute NumberOfCapitalizationCharacter NUMERIC
@attribute NumberOfCapitalizationWordPerWord NUMERIC
@attribute MaxWordLenght NUMERIC
@attribute MeanWordLenght NUMERIC
@attribute NumberOfExclamationMark NUMERIC
@attribute NumberOfQuestionMark NUMERIC
@attribute NumberOfURL NUMERIC
@attribute URLPerWord NUMERIC
@attribute NumberOfHashtag NUMERIC
@attribute HashtagPerWord NUMERIC
@attribute NumberOfMention NUMERIC
@attribute MentionPerWord NUMERIC
@attribute NumberOfSpamWord NUMERIC
@attribute SpamWordPerWord NUMERIC
@ATTRIBUTE class {spam,legitimate}
@data 
9,4,30,21,768,218,0.7,0.41,0.14,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
13,44,582,1970,84941,1035,3.38,0.77,0.56,8,44,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%hope everyone had a beautiful blessed day 😚
12,40,326,140,477,958,0.43,0.3,0.34,21,125,5,0.24,16,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%@JnrPremFootball our first year at Jpl standard has been amazing. .a rest is needed but we look forward to match day Sept#jpl
14,93,31,3,996,16,0.1,0.09,1.94,7,92,20,2.86,23,0,0,0,1,0.14,0,0.0,1,0.14,0,0.0,%%%%%%%%%RT @CarCrashesTV: Car Crash Compilation # 70 https://t.co/Fj21u7BDB0 https://t.co/BYVagXLZX2
15,158,7444,9842,13707,2223,1.32,0.57,3.35,6,64,6,1.0,19,0,0,0,0,0.0,2,0.33,0,0.0,1,0.14,%%%%%%%%%Almost time for the early bird. #OldTownFlea #SaturdayAdventures
10,4,46149,60110,24767,518,1.3,0.57,89.09,4,29,5,1.25,16,0,0,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%RT @TheComediPedia: i am fine
12,153,2038,3057,67415,3171,1.5,0.6,0.64,18,124,3,0.17,11,0,0,1,0,0.0,2,0.11,0,0.0,1,0.05,%%%%%%%%%5yr old figured out Facetime on his mom's phone. His first words "What are you looking at, butthead?" #parenting #fatherhood
8,121,316,333,84544,2195,1.05,0.51,0.14,23,140,16,0.7,16,0,2,1,0,0.0,1,0.04,1,0.04,1,0.04,%%%%%%%%%RT @SpnMaisieDaisy: Jared! Haha "Have you heard J Zeds album? Or that great band Zed Zed Top!" Jensen "I'm sorry guys he blew right through…
10,28,106,22,1163,61,0.21,0.17,1.74,8,114,13,1.63,23,0,0,0,0,0.0,3,0.38,1,0.13,0,0.0,%%%%%%%%%RT @sktelecom_t1: #SKTT1 in practice room
Please cheer to us tomorrow #MSI2016
#OwnTheRift https://t.co/hr8yxk5d1y
11,145,1428,860,35549,2608,0.6,0.38,0.55,21,144,8,0.38,16,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @AlanKestrel750: Bernie is confronted on his supporters holding signs such as "Liar liar liar." He evades &amp; pivots to Trump. https://t.c…
6,134,6480,5890,32800,1239,0.91,0.48,5.23,5,50,6,1.2,23,0,0,0,1,0.2,0,0.0,0,0.0,0,0.0,%%%%%%%%%Tutorial:  Jeans Jewelry - https://t.co/wYobNg0kZt
11,66,283,301,11234,1383,1.06,0.52,0.2,12,106,8,0.67,23,0,0,0,1,0.08,0,0.0,0,0.0,0,0.0,%%%%%%%%%Although you might encounter obstacles created by other people... More for Scorpio https://t.co/yuNsYJDQry
13,4,0,7,13139,559,2.147483647E9,0.0,0.0,23,138,11,0.48,12,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%13:57 UTC: Temperature: 22.7°C, Wind: S, 0 mph (ave), 0 mph (gust), Humidity: 58%, Rain (hourly) 0.0 mm, Pressure: 985 hPa, falling slowly
10,45,487,9487,92031,619,19.48,0.95,0.79,25,133,6,0.24,14,0,0,0,0,0.0,0,0.0,1,0.04,0,0.0,%%%%%%%%%RT @NewHopeReece: Be careful who you step all over on your way 'up' because you will most likely need them on your way 'down'. 👍🏻 x
13,131,150,57,60,20,0.38,0.28,7.5,10,99,13,1.3,23,0,0,0,1,0.1,0,0.0,0,0.0,1,0.09,%%%%%%%%%Black Female Employee Drops Bombshell About Trump - Conservative Outfitters https://t.co/X69Z9tdTHn
12,55,407,708,25607,2349,1.74,0.63,0.17,9,54,2,0.22,9,0,0,0,0,0.0,0,0.0,1,0.11,0,0.0,%%%%%%%%%RT @opulate: play with her hair until she falls asleep
8,127,74,183,13909,603,2.47,0.71,0.12,14,146,20,1.43,33,0,0,0,1,0.07,2,0.14,1,0.07,0,0.0,%%%%%%%%%RT @Amporn04: Plz/RT  👉  ReFill Love_MarkBam - 1 (100%)

Link  👉👉  https://t.co/IyR1iJEl15

#MarkBam #markbamfiction 
🙏🙏🙏 https://t.co/kDRg…
9,121,1990,1296,72299,979,0.65,0.39,2.03,10,108,4,0.4,23,0,0,0,1,0.1,0,0.0,1,0.1,0,0.0,%%%%%%%%%RT @bighitbangtan: namjoon hugging their youngest when jungkook couldn't stop crying https://t.co/ok8EpqzavR
9,4,612,29,5,12,0.05,0.05,51.0,15,140,15,1.0,23,0,0,0,1,0.07,0,0.0,1,0.07,1,0.06,%%%%%%%%%RT @sexyladyusa1990: Welcome TERI joined our network. Enroll right now at https://t.co/AUk44YL9d0  her nick: sexlady031 https://t.co/8J8ZGf…
14,146,878,806,16498,1227,0.92,0.48,0.72,10,54,3,0.3,7,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%In other news, today is my first day working at @HyVee
12,115,76,44,716,25,0.58,0.37,3.04,24,137,3,0.13,13,0,0,1,0,0.0,0,0.0,1,0.04,1,0.04,%%%%%%%%%@handsome_exe "Jealous? Been told to go fuck myself on many occasions, never thought of doin' it." A low rumbly chortle, as he went and -
15,84,430,1290,39536,1783,3.0,0.75,0.24,17,84,3,0.18,9,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Got my mom surprise for Tuesday. She's going to be so happy and look so beautiful 💝
7,50,204,136,3304,2421,0.67,0.4,0.08,11,85,8,0.73,23,0,0,0,1,0.09,0,0.0,0,0.0,0,0.0,%%%%%%%%%Flora Boulevard - a beautiful street in the Tower Grove area. https://t.co/ikbGKyOqD9
8,40,58,128,1560,109,2.21,0.69,0.53,7,43,2,0.29,13,0,0,0,0,0.0,0,0.0,1,0.14,0,0.0,%%%%%%%%%RT @singers0ngs: take me to church - hozier
14,153,13517,18242,250174,2221,1.35,0.57,6.09,24,136,10,0.42,23,0,0,0,1,0.04,0,0.0,0,0.0,0,0.0,%%%%%%%%%We Owned Ourselves: “To be able to sing under that kind of oppression I think, in a lot of ways, is the very ... https://t.co/o7TPMP0lZf
10,156,1650,2095,26383,999,1.27,0.56,1.65,6,68,9,1.5,23,0,0,0,1,0.17,0,0.0,0,0.0,0,0.0,%%%%%%%%%Coldwell Banker Luxury Property - 284699241: https://t.co/AISsC3o9Vc
10,4,183,247,19484,1353,1.35,0.57,0.14,6,115,23,3.83,23,0,0,0,1,0.17,8,1.33,1,0.17,0,0.0,%%%%%%%%%PLS RETWEET and #Enter To #Win A #JA #Henckels #12 #Piece #Knife #Block #Set @dealmaxxdeals https://t.co/doDl9dSstv
10,158,111,25,513,2502,0.23,0.18,0.04,7,59,2,0.29,14,0,0,0,0,0.0,0,0.0,1,0.14,0,0.0,%%%%%%%%%just completed 25 minutes of meditation with @InsightTimer.
15,117,1581,505,7082,2467,0.32,0.24,0.64,14,106,11,0.79,23,0,0,0,0,0.0,0,0.0,1,0.07,0,0.0,%%%%%%%%%RT @Martialisation: Mad respect for Juan Mata. Such a beautiful man inside and out https://t.co/nPts6S6DM4
15,65,191,266,16961,2304,1.39,0.58,0.08,14,105,8,0.57,23,0,0,0,1,0.07,0,0.0,0,0.0,0,0.0,%%%%%%%%%Moving your energy -- both physically and emotionally -- is ju... More for Taurus https://t.co/pVS36FtkCU
9,4,475,858,20649,443,1.81,0.64,1.07,5,24,1,0.2,9,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Finna go to breakfast 💙
12,36,455,174,582,381,0.38,0.28,1.19,9,94,17,1.89,26,0,2,0,1,0.11,1,0.11,1,0.11,0,0.0,%%%%%%%%%Header for @ObeySeqo | DSC
#SEQO2K  HD: https://t.co/Eg3Nyyrdxw
Rt &amp; Like are apreciated!!
15,79,580,401,3660,841,0.69,0.41,0.69,6,33,1,0.17,6,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I'm sure salad rhymes with liquor
8,26,264,285,1806,31,1.08,0.52,8.52,10,134,25,2.5,25,0,1,0,1,0.1,1,0.1,1,0.1,0,0.0,%%%%%%%%%RT @BTS_National: [INFO] #화양연화onstageEpilogue 

Bang PD-nim came to see BTS concert! 

https://t.co/v0NV6iSDa9 https://t.co/Xxh5qmKpNY
13,16,7479,6486,54149,1907,0.87,0.46,3.92,26,140,2,0.08,13,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Never make excuses. Always wake up with a smile knowing that today you are going to have fun accomplishing what others are too afraid to do.
12,28,45,23,264,41,0.51,0.34,1.1,18,125,6,0.33,23,0,0,2,1,0.06,0,0.0,0,0.0,0,0.0,%%%%%%%%%I think they're saying thank you because the concert's fun?? But they're cute, love the two of you... https://t.co/zzS5CdjIVa
15,4,0,3,667,22,2.147483647E9,0.0,0.0,6,56,9,1.5,23,0,0,0,1,0.17,0,0.0,0,0.0,1,0.14,%%%%%%%%%Bisexual Girls Share A Big Dildo https://t.co/Cm6dynyZrP
6,158,8865,12276,13410,2296,1.38,0.58,3.86,6,35,3,0.5,11,0,0,0,0,0.0,0,0.0,1,0.17,0,0.0,%%%%%%%%%@Specter550 Hi you. Are you well 😊
11,24,28,336,160,428,12.0,0.92,0.07,16,75,2,0.13,9,0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I'm not gonna let any whiny rats ruin this for me! This con is beautiful :)
15,160,40,11,13064,38,0.28,0.22,1.05,7,73,5,0.71,23,0,0,0,1,0.14,0,0.0,0,0.0,1,0.13,%%%%%%%%%Digital passports, Isa deadline and tax avoidance https://t.co/sctcuMZfoM
13,22,267,321,3486,1571,1.2,0.55,0.17,10,51,1,0.1,9,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I have a different favorite song on views every day
11,86,5732,16395,53383,2354,2.86,0.74,2.44,18,160,13,0.72,21,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @ImSoAwesO_Ome: You ain't gotta like me
😐
😐
😐
😐
😐
My bae like me
💃
💃
💃
💃
💃
Yo bae like me 
💁
💁
💁
💁
💁
I like me 
😂
😂
😂
😂
😂
Bitch I'm bool…
13,28,609,383,10877,289,0.63,0.39,2.11,27,140,9,0.33,12,0,0,0,0,0.0,0,0.0,1,0.04,0,0.0,%%%%%%%%%RT @HornyFacts: If we're dating, what you like, I like, even if I don't like it. I'll learn about it. Go ahead, talk my head off for hours.…
6,11,22,1,2240,855,0.05,0.04,0.03,5,81,13,2.6,23,0,0,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%I'm earning #mPLUSRewards in Mind Resolve. https://t.co/mYBsa9vhW6 @MewliSoftware
14,32,546,225,620,462,0.41,0.29,1.18,9,71,8,0.89,23,0,0,0,0,0.0,0,0.0,1,0.11,0,0.0,%%%%%%%%%RT @crowdgoals: Who Says ft. Crowd is back 😭😍 https://t.co/yi2n1C4ROi
9,157,395,102,2704,1213,0.26,0.21,0.33,23,135,5,0.22,23,0,0,0,1,0.04,0,0.0,0,0.0,0,0.0,%%%%%%%%%We are so glad that so many people are working with us to renest baby birds so that they can stay with their... https://t.co/HZ7Nchm7Y5
11,117,1159,14619,22546,2509,12.61,0.93,0.46,8,71,6,0.75,23,0,0,0,1,0.13,1,0.13,0,0.0,0,0.0,%%%%%%%%%These model duos will have you saying #goals 🔥 https://t.co/Ra1XNUzR6c
10,4,143,94,1421,414,0.66,0.4,0.35,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
12,98,2398,2465,51608,952,1.03,0.51,2.52,11,123,23,2.09,23,0,0,0,1,0.09,0,0.0,2,0.18,0,0.0,%%%%%%%%%RT @TOMLINSONbelg: Lottie Tomlinson models the Ariana Grande for Lipsy collection @JohannahDarling  https://t.co/R4G9Q8dHqP
13,63,264,103,3228,987,0.39,0.28,0.27,11,106,18,1.64,23,0,0,0,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @UberFootbalI: AMAZING: The Leicester City groundsman deserve their own trophy. https://t.co/bLndLnOx1x
12,110,983,1146,22577,2332,1.17,0.54,0.42,19,136,24,1.26,23,0,0,1,1,0.05,0,0.0,0,0.0,0,0.0,%%%%%%%%%An Egyptian Billionaire CEO Wants To Spend $100 Million To Help Refugees. Why Is No One Listening?: Naguib Sa... https://t.co/hiZVjlPi7A
8,100,541,168,637,285,0.31,0.24,1.9,1,29,3,3.0,23,0,0,0,1,1.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Yeah. https://t.co/nTnbyBvozb
8,103,154,169,8008,1839,1.1,0.52,0.08,3,36,2,0.67,23,0,0,0,1,0.33,0,0.0,0,0.0,0,0.0,%%%%%%%%%Mis amores ❤ https://t.co/qqdIl9kwko
7,4,263,18,11023,1016,0.07,0.06,0.26,11,129,35,3.18,23,0,0,1,0,0.0,4,0.36,1,0.09,0,0.0,%%%%%%%%%RT @KPOPVS_: [REQUEST]

Prettiest : Irene (#RedVelvet) or Tzuyu (#TWICE) ?

RT for #Irene 
FAV for #Tzuyu https://t.co/wkntc5VPvE
7,104,3411,3064,335,49,0.9,0.47,69.61,13,108,20,1.54,23,0,0,0,1,0.08,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @imtehan007: These People Reveal The Things They Always Do Right After Having Sex https://t.co/X1EzBTGpIx
9,7,1486,3000,143614,1855,2.02,0.67,0.8,13,66,4,0.31,11,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Only people I text is the group chat, My Bestfriend, and my cheeks
10,52,287,380,5893,1548,1.32,0.57,0.19,13,93,4,0.31,23,0,0,0,0,0.0,1,0.08,0,0.0,0,0.0,%%%%%%%%%This half-time pic sums up how much I cared about todays result #swfc https://t.co/3nw1iSUnaz
11,27,449,505,3509,438,1.12,0.53,1.03,12,88,45,3.75,23,0,0,0,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%@KowalskiGen MY MOM JUST SURPRISED ME WITH WHAT MY DOG STOLE AWH https://t.co/gbxJJoretm
10,29,1364,3045,64446,1752,2.23,0.69,0.78,9,41,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%u play dyrt and u should be shamed callie
14,4,148,156,2836,98,1.05,0.51,1.51,21,139,7,0.33,13,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @WeNeedTrump: It's sad how manipulated some people are by the dishonest media. Once people understand the truth, our movement will grow…
11,41,273,2350,83831,1579,8.61,0.9,0.17,10,57,3,0.3,9,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%RT @invalid: Blood type: matte black with a hint of gold.
12,19,286,115,285,797,0.4,0.29,0.36,14,116,7,0.5,23,0,0,0,0,0.0,0,0.0,1,0.07,1,0.07,%%%%%%%%%RT @ace040913: We surprised our teacher with kittens because her cat passed away yesterday💗 https://t.co/ozzwCJTVmj
10,122,1451,7386,13075,2570,5.09,0.84,0.56,8,79,14,1.75,23,0,0,0,1,0.13,2,0.25,0,0.0,0,0.0,%%%%%%%%%Listen to 2.  AO by FastLifeOverDose #np on #SoundCloud https://t.co/VyOMOt72lA
12,157,706,368,42,2,0.52,0.34,353.0,14,124,8,0.57,23,0,0,0,0,0.0,0,0.0,3,0.21,0,0.0,%%%%%%%%%RT @chyjack: @Conservative_VW @glennbeck no chin crybaby beck defines only the size of a gin bottle. https://t.co/rZpqrbFChb
12,21,219,58,2264,1812,0.26,0.21,0.12,13,105,6,0.46,23,0,0,0,1,0.08,0,0.0,0,0.0,0,0.0,%%%%%%%%%Although a major crisis continues to brew beneath the surface,... More for Cancer https://t.co/q2jYhg9hGS
7,139,759,857,66969,1424,1.13,0.53,0.53,25,139,13,0.52,12,0,0,0,0,0.0,0,0.0,1,0.04,0,0.0,%%%%%%%%%RT @chrissy96_: MH: I realised what my father felt

JW: I remembered how I was like the kids when I was young

SY: Seoyeon gave me a letter
13,24,226,228,3872,1572,1.01,0.5,0.14,13,105,4,0.31,23,0,0,0,1,0.08,0,0.0,0,0.0,0,0.0,%%%%%%%%%Although a major crisis continues to brew beneath the surface,... More for Cancer https://t.co/51eql7Leok
8,113,1856,662,10550,2461,0.36,0.26,0.75,14,139,20,1.43,23,0,2,0,0,0.0,1,0.07,2,0.14,0,0.0,%%%%%%%%%RT @Tylerpuley: YES we'll have tailgating! @TorontoArgos kick-off the season June 23rd at BMO Field! #NewBeginnings https://t.co/YrSUI8T4kw
10,50,465,1013,13917,1777,2.18,0.69,0.26,3,29,0,0.0,13,0,1,0,0,0.0,0,0.0,1,0.33,0,0.0,%%%%%%%%%@imsweetjames thank you! 💚💕
11,33,370,185,1078,1527,0.5,0.33,0.24,1,31,5,5.0,23,0,0,0,1,1.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Chilled https://t.co/Yf1B46Q0Jw
6,60,241,310,21432,1736,1.29,0.56,0.14,9,81,0,0.0,12,0,0,0,0,0.0,2,0.22,1,0.11,0,0.0,%%%%%%%%%@whazf omggg ahahahahahah what a small worldddd #okaysurebaz #youre not a stalker
8,124,159,666,164403,1109,4.19,0.81,0.14,11,79,6,0.55,13,0,0,0,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @pltang: Choi Sooyoung..... YoonA chinese name is 允兒 not winner 😂😂😂😂😂😂
10,51,703,684,13987,2580,0.97,0.49,0.27,5,75,14,2.8,23,0,0,0,0,0.0,0,0.0,2,0.4,0,0.0,%%%%%%%%%MBA graduates from @BJC_HealthCare Cohort @websteru https://t.co/yORBSJa75i
9,28,974,304,2240,1654,0.31,0.24,0.59,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
15,45,800,1396,38009,1794,1.75,0.64,0.45,14,110,7,0.5,23,0,0,0,1,0.07,0,0.0,0,0.0,0,0.0,%%%%%%%%%You dream of soaring unrestrained through the galaxy at warp s... More for Sagittarius https://t.co/TV2O75c52R
11,56,824,442,15952,621,0.54,0.35,1.33,8,56,6,0.75,12,0,0,0,0,0.0,0,0.0,1,0.13,0,0.0,%%%%%%%%%RT @ThatsMvnny: Mindset: Get money &amp; more money 💸😌
10,29,677,1684,44844,2305,2.49,0.71,0.29,5,18,1,0.2,5,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I need a one dance
7,81,248,384,12918,1629,1.55,0.61,0.15,4,57,12,3.0,23,0,0,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%RT @SincerelyTumblr: The accuracy https://t.co/BHCpkTX5QH
15,20,1435,1609,21046,624,1.12,0.53,2.3,19,140,22,1.16,14,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @bobongkowts_: Dabawenyos break the record "Biggest crowd sing national anthem" ,,  750K ang umatend ..
DUTERTE GRAND RALLY https://t.co…
7,72,95,152,38460,2303,1.6,0.62,0.04,16,136,14,0.88,23,0,0,0,1,0.06,1,0.06,0,0.0,0,0.0,%%%%%%%%%LIVE: Sunderland vs Chelsea: Can the Black Cats earn a much-needed three points against Guus Hiddink... https://t.co/5CS2a8f9Zk #femnath
9,15,301,284,4672,154,0.94,0.49,1.95,4,20,1,0.25,6,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Lemme change yo life
9,59,363,230,2556,377,0.63,0.39,0.96,24,139,2,0.08,9,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%So slight hangover and my little cousin crying because she wants ice cream for breakfast lmao not gonna lie I'm thinking something cold too
13,80,93,261,355,181,2.81,0.74,0.51,8,69,7,0.88,23,0,2,0,0,0.0,0,0.0,1,0.13,0,0.0,%%%%%%%%%@calpaltrades Ty!! sorry for the late proof x https://t.co/7ydYYOFLAc
10,24,262,511,1212,3,1.95,0.66,87.33,9,57,4,0.44,12,0,0,0,0,0.0,0,0.0,1,0.11,0,0.0,%%%%%%%%%RT @hazzahoIic: Follow everyone who likes this, 3 mins 😱
15,4,2,1863,173046,150,931.5,1.0,0.01,16,140,15,0.94,47,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%" If Found On The Ground Please Drag Over The Finish Line." ________________________________________

Click the lin… https://t.co/UaLfMv4076
11,39,970,1391,52642,1669,1.43,0.59,0.58,19,135,5,0.26,23,0,0,0,1,0.05,0,0.0,0,0.0,0,0.0,%%%%%%%%%The one on the right, but Depression seems more like the brain is on airplane mode rather than weak-mindedness. https://t.co/s67DsqhIGo
11,4,0,92,53795,97,2.147483647E9,0.0,0.0,9,128,4,0.44,27,0,0,0,1,0.11,0,0.0,0,0.0,0,0.0,%%%%%%%%%customer relation management software project management online

ow interest ...
https://t.co/p950vpoww1 https://t.co/h4SIImq8Pd
7,38,124,92,2130,2204,0.74,0.43,0.06,14,107,8,0.57,23,0,0,0,1,0.07,1,0.07,0,0.0,0,0.0,%%%%%%%%%You wouldn't be able to tell it from #SamuelLenox's face, but he loves the swings.… https://t.co/36DJyYpJQp
6,98,310,157,130,40,0.51,0.34,7.75,10,63,2,0.2,11,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%Shout out @Deedotwill dope music man and thanks for the follow.
8,4,31,41,680,275,1.32,0.57,0.11,9,42,1,0.11,7,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%It takes 0 talent to take your clothes off
15,54,426,591,17570,302,1.39,0.58,1.41,13,103,12,0.92,23,0,0,0,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @PopCrave: Billboard clears up the whole "Ally having two right feet" thing: https://t.co/oCX8RsyBFJ
13,122,751,468,709,274,0.62,0.38,2.74,8,96,16,2.0,23,0,0,0,0,0.0,0,0.0,2,0.25,0,0.0,%%%%%%%%%RT @barstoolsports: Absolute ELECTRIC way to commit (via @Logan4Rudolph) https://t.co/oCrhyjVUgm
7,67,167,185,23747,1517,1.11,0.53,0.11,16,125,23,1.44,23,0,0,0,1,0.06,0,0.0,2,0.13,0,0.0,%%%%%%%%%RT @Monopr: I added a video to a @YouTube playlist https://t.co/PJI5RVCgy3 SFV - RZR Infiltration (Fang) vs HydeBuffy (Cammy)
10,4,176,258,7318,820,1.47,0.59,0.21,8,57,3,0.38,11,0,0,0,0,0.0,0,0.0,1,0.13,0,0.0,%%%%%%%%%RT @aridugann: Constantly in a cycle of having nightmares
8,11,267,653,10925,1791,2.45,0.71,0.15,8,91,18,2.25,23,0,0,0,0,0.0,1,0.13,1,0.13,0,0.0,%%%%%%%%%RT @ManUtdUpdates_: Anthony Martial laughing at Adnan Januzaj https://t.co/dcRE4MskSP #MUFC
15,160,5994,5540,84019,355,0.92,0.48,16.88,11,139,21,1.91,23,0,0,0,1,0.09,3,0.27,1,0.09,0,0.0,%%%%%%%%%Enjoy a Hot Asian Wife Right Now at https://t.co/75WqDkeYmL 
#Cuckold #Smutpunk #LPRTG || smutpunk https://t.co/UgbaKKwK6b @smutpunk_author
9,49,263,205,3019,995,0.78,0.44,0.26,8,72,21,2.63,23,0,2,0,1,0.13,0,0.0,1,0.13,0,0.0,%%%%%%%%%I liked a @YouTube video https://t.co/Pv9rk8kh0K HE WANTS A GiRLFRiEND!!
14,7,827,983,25215,1625,1.19,0.54,0.51,12,106,7,0.58,23,0,0,0,1,0.08,0,0.0,0,0.0,0,0.0,%%%%%%%%%Although you might encounter obstacles created by other people... More for Scorpio https://t.co/RihaASU5pz
15,4,282,221,2519,1587,0.78,0.44,0.18,14,110,6,0.43,23,0,0,0,1,0.07,0,0.0,0,0.0,0,0.0,%%%%%%%%%You dream of soaring unrestrained through the galaxy at warp s... More for Sagittarius https://t.co/bgRpeHfVu0
9,153,244,1005,1729,1839,4.12,0.8,0.13,8,95,11,1.38,45,0,0,0,1,0.13,1,0.13,0,0.0,0,0.0,%%%%%%%%%Sli 124 for 4 (33.4 overs)
N Nilamdeen 0
G Thorne 5
#totalcricketscorer
https://t.co/8OxZKLStpB
9,153,4275,963,116,49,0.23,0.18,87.24,2,28,8,4.0,13,0,0,0,0,0.0,0,0.0,1,0.5,0,0.0,%%%%%%%%%@OpTicMiDNiTE Waddup midnite
12,102,85,29,228,888,0.34,0.25,0.1,10,99,10,1.0,23,0,0,0,1,0.1,0,0.0,2,0.2,1,0.09,%%%%%%%%%I liked a @YouTube video from @jazzybumblee https://t.co/pcvC0vqEdJ Spring Summer Primark Haul 2016
15,87,1313,1612,5745,474,1.23,0.55,2.77,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
15,159,3332,2366,77312,1397,0.71,0.42,2.39,13,110,16,1.23,31,0,0,0,1,0.08,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @ConManBO: As the Kinks once said "There's no England Now". London, you are insane.
https://t.co/15GQPT3x5j
8,41,226,535,24956,887,2.37,0.7,0.25,3,36,4,1.33,23,0,0,0,1,0.33,0,0.0,0,0.0,0,0.0,%%%%%%%%%Buckle up 💀 https://t.co/INjqx3Sm20
9,4,284,231,1419,641,0.81,0.45,0.44,4,30,6,1.5,15,0,0,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%RT @DrrakeTheType: Drake da 🐐
8,4,0,93,24974,78,2.147483647E9,0.0,0.0,4,65,11,2.75,23,0,0,0,1,0.25,2,0.5,0,0.0,0,0.0,%%%%%%%%%#NowPlaying: MC Serch "Handle It" #hiphop https://t.co/5dIjJFcQn2
13,138,19,58,481,1180,3.05,0.75,0.02,21,143,14,0.67,14,0,2,0,0,0.0,1,0.05,1,0.05,0,0.0,%%%%%%%%%Terre Haute's May Market is underway inside @clabbergirl until 1pm IN Time! Stop by the L&amp;A stand for meats, eggs, and more! #LAFamilyFarms
11,48,100,309,18114,1767,3.09,0.76,0.06,12,71,38,3.17,23,0,0,0,1,0.08,0,0.0,0,0.0,0,0.0,%%%%%%%%%NO ONE DOES I GOT HW TO BUT I CAN'T STOP CRYING https://t.co/IvfkGzAbvq
7,114,135,17113,3927,2648,126.76,0.99,0.05,11,113,10,0.91,23,0,0,0,1,0.09,0,0.0,0,0.0,0,0.0,%%%%%%%%%Bizarre prehistoric fish washes ashore at beach in North Carolina https://t.co/8tUjP9aXob https://t.co/iI0eaGGNjw
